                                  column                                   match                                   label type csv grp show sort srch wdth
                       "PW_WAGE_LEVEL_7"                       "PW_WAGE_LEVEL_7"                       "PW_WAGE_LEVEL_7"  chr   0   0    0    0    0    0
                         "PW_OES_YEAR_7"                         "PW_OES_YEAR_7"                         "PW_OES_YEAR_7"  num   0   0    0    0    0    0
                     "PW_OTHER_SOURCE_7"                     "PW_OTHER_SOURCE_7"                     "PW_OTHER_SOURCE_7"  chr   0   0    0    0    0    0
                     "PW_NON-OES_YEAR_7"                     "PW_NON-OES_YEAR_7"                     "PW_NON-OES_YEAR_7"  num   0   0    0    0    0    0
                 "PW_SURVEY_PUBLISHER_7"                 "PW_SURVEY_PUBLISHER_7"                 "PW_SURVEY_PUBLISHER_7"  num   0   0    0    0    0    0
                      "PW_SURVEY_NAME_7"                      "PW_SURVEY_NAME_7"                      "PW_SURVEY_NAME_7"  chr   0   0    0    0    0    0
                    "WORKSITE_WORKERS_8"                    "WORKSITE_WORKERS_8"                    "WORKSITE_WORKERS_8"  num   0   0    0    0    0    0
                    "SECONDARY_ENTITY_8"                    "SECONDARY_ENTITY_8"                    "SECONDARY_ENTITY_8"  chr   0   0    0    0    0    0
      "SECONDARY_ENTITY_BUSINESS_NAME_8"      "SECONDARY_ENTITY_BUSINESS_NAME_8"      "SECONDARY_ENTITY_BUSINESS_NAME_8"  chr   0   0    0    0    0    0
                   "WORKSITE_ADDRESS1_8"                   "WORKSITE_ADDRESS1_8"                   "WORKSITE_ADDRESS1_8"  chr   0   0    0    0    0    0
                   "WORKSITE_ADDRESS2_8"                   "WORKSITE_ADDRESS2_8"                   "WORKSITE_ADDRESS2_8"  chr   0   0    0    0    0    0
                       "WORKSITE_CITY_8"                       "WORKSITE_CITY_8"                       "WORKSITE_CITY_8"  chr   0   0    0    0    0    0
                     "WORKSITE_COUNTY_8"                     "WORKSITE_COUNTY_8"                     "WORKSITE_COUNTY_8"  chr   0   0    0    0    0    0
                      "WORKSITE_STATE_8"                      "WORKSITE_STATE_8"                      "WORKSITE_STATE_8"  chr   0   0    0    0    0    0
                "WORKSITE_POSTAL_CODE_8"                "WORKSITE_POSTAL_CODE_8"                "WORKSITE_POSTAL_CODE_8"  chr   0   0    0    0    0    0
               "WAGE_RATE_OF_PAY_FROM_8"               "WAGE_RATE_OF_PAY_FROM_8"               "WAGE_RATE_OF_PAY_FROM_8"  num   0   0    0    0    0    0
                 "WAGE_RATE_OF_PAY_TO_8"                 "WAGE_RATE_OF_PAY_TO_8"                 "WAGE_RATE_OF_PAY_TO_8"  num   0   0    0    0    0    0
                    "WAGE_UNIT_OF_PAY_8"                    "WAGE_UNIT_OF_PAY_8"                    "WAGE_UNIT_OF_PAY_8"  log   0   0    0    0    0    0
                     "PREVAILING_WAGE_8"                     "PREVAILING_WAGE_8"                     "PREVAILING_WAGE_8"  num   0   0    0    0    0    0
                      "PW_UNIT_OF_PAY_8"                      "PW_UNIT_OF_PAY_8"                      "PW_UNIT_OF_PAY_8"  log   0   0    0    0    0    0
                  "PW_TRACKING_NUMBER_8"                  "PW_TRACKING_NUMBER_8"                  "PW_TRACKING_NUMBER_8"  chr   0   0    0    0    0    0
                       "PW_WAGE_LEVEL_8"                       "PW_WAGE_LEVEL_8"                       "PW_WAGE_LEVEL_8"  chr   0   0    0    0    0    0
                         "PW_OES_YEAR_8"                         "PW_OES_YEAR_8"                         "PW_OES_YEAR_8"  num   0   0    0    0    0    0
                     "PW_OTHER_SOURCE_8"                     "PW_OTHER_SOURCE_8"                     "PW_OTHER_SOURCE_8"  chr   0   0    0    0    0    0
                     "PW_NON-OES_YEAR_8"                     "PW_NON-OES_YEAR_8"                     "PW_NON-OES_YEAR_8"  num   0   0    0    0    0    0
                 "PW_SURVEY_PUBLISHER_8"                 "PW_SURVEY_PUBLISHER_8"                 "PW_SURVEY_PUBLISHER_8"  num   0   0    0    0    0    0
                      "PW_SURVEY_NAME_8"                      "PW_SURVEY_NAME_8"                      "PW_SURVEY_NAME_8"  chr   0   0    0    0    0    0
                    "WORKSITE_WORKERS_9"                    "WORKSITE_WORKERS_9"                    "WORKSITE_WORKERS_9"  num   0   0    0    0    0    0
                    "SECONDARY_ENTITY_9"                    "SECONDARY_ENTITY_9"                    "SECONDARY_ENTITY_9"  chr   0   0    0    0    0    0
      "SECONDARY_ENTITY_BUSINESS_NAME_9"      "SECONDARY_ENTITY_BUSINESS_NAME_9"      "SECONDARY_ENTITY_BUSINESS_NAME_9"  chr   0   0    0    0    0    0
                   "WORKSITE_ADDRESS1_9"                   "WORKSITE_ADDRESS1_9"                   "WORKSITE_ADDRESS1_9"  chr   0   0    0    0    0    0
                   "WORKSITE_ADDRESS2_9"                   "WORKSITE_ADDRESS2_9"                   "WORKSITE_ADDRESS2_9"  chr   0   0    0    0    0    0
                       "WORKSITE_CITY_9"                       "WORKSITE_CITY_9"                       "WORKSITE_CITY_9"  chr   0   0    0    0    0    0
                     "WORKSITE_COUNTY_9"                     "WORKSITE_COUNTY_9"                     "WORKSITE_COUNTY_9"  chr   0   0    0    0    0    0
                      "WORKSITE_STATE_9"                      "WORKSITE_STATE_9"                      "WORKSITE_STATE_9"  chr   0   0    0    0    0    0
                "WORKSITE_POSTAL_CODE_9"                "WORKSITE_POSTAL_CODE_9"                "WORKSITE_POSTAL_CODE_9"  chr   0   0    0    0    0    0
               "WAGE_RATE_OF_PAY_FROM_9"               "WAGE_RATE_OF_PAY_FROM_9"               "WAGE_RATE_OF_PAY_FROM_9"  num   0   0    0    0    0    0
                 "WAGE_RATE_OF_PAY_TO_9"                 "WAGE_RATE_OF_PAY_TO_9"                 "WAGE_RATE_OF_PAY_TO_9"  num   0   0    0    0    0    0
                    "WAGE_UNIT_OF_PAY_9"                    "WAGE_UNIT_OF_PAY_9"                    "WAGE_UNIT_OF_PAY_9"  chr   0   0    0    0    0    0
                     "PREVAILING_WAGE_9"                     "PREVAILING_WAGE_9"                     "PREVAILING_WAGE_9"  num   0   0    0    0    0    0
                      "PW_UNIT_OF_PAY_9"                      "PW_UNIT_OF_PAY_9"                      "PW_UNIT_OF_PAY_9"  chr   0   0    0    0    0    0
                  "PW_TRACKING_NUMBER_9"                  "PW_TRACKING_NUMBER_9"                  "PW_TRACKING_NUMBER_9"  chr   0   0    0    0    0    0
                       "PW_WAGE_LEVEL_9"                       "PW_WAGE_LEVEL_9"                       "PW_WAGE_LEVEL_9"  chr   0   0    0    0    0    0
                         "PW_OES_YEAR_9"                         "PW_OES_YEAR_9"                         "PW_OES_YEAR_9"  num   0   0    0    0    0    0
                     "PW_OTHER_SOURCE_9"                     "PW_OTHER_SOURCE_9"                     "PW_OTHER_SOURCE_9"  chr   0   0    0    0    0    0
                     "PW_NON-OES_YEAR_9"                     "PW_NON-OES_YEAR_9"                     "PW_NON-OES_YEAR_9"  num   0   0    0    0    0    0
                 "PW_SURVEY_PUBLISHER_9"                 "PW_SURVEY_PUBLISHER_9"                 "PW_SURVEY_PUBLISHER_9"  num   0   0    0    0    0    0
                      "PW_SURVEY_NAME_9"                      "PW_SURVEY_NAME_9"                      "PW_SURVEY_NAME_9"  chr   0   0    0    0    0    0
                   "WORKSITE_WORKERS_10"                   "WORKSITE_WORKERS_10"                   "WORKSITE_WORKERS_10"  num   0   0    0    0    0    0
                   "SECONDARY_ENTITY_10"                   "SECONDARY_ENTITY_10"                   "SECONDARY_ENTITY_10"  chr   0   0    0    0    0    0
     "SECONDARY_ENTITY_BUSINESS_NAME_10"     "SECONDARY_ENTITY_BUSINESS_NAME_10"     "SECONDARY_ENTITY_BUSINESS_NAME_10"  chr   0   0    0    0    0    0
                  "WORKSITE_ADDRESS1_10"                  "WORKSITE_ADDRESS1_10"                  "WORKSITE_ADDRESS1_10"  chr   0   0    0    0    0    0
                  "WORKSITE_ADDRESS2_10"                  "WORKSITE_ADDRESS2_10"                  "WORKSITE_ADDRESS2_10"  chr   0   0    0    0    0    0
                      "WORKSITE_CITY_10"                      "WORKSITE_CITY_10"                      "WORKSITE_CITY_10"  chr   0   0    0    0    0    0
                    "WORKSITE_COUNTY_10"                    "WORKSITE_COUNTY_10"                    "WORKSITE_COUNTY_10"  chr   0   0    0    0    0    0
                     "WORKSITE_STATE_10"                     "WORKSITE_STATE_10"                     "WORKSITE_STATE_10"  chr   0   0    0    0    0    0
               "WORKSITE_POSTAL_CODE_10"               "WORKSITE_POSTAL_CODE_10"               "WORKSITE_POSTAL_CODE_10"  num   0   0    0    0    0    0
              "WAGE_RATE_OF_PAY_FROM_10"              "WAGE_RATE_OF_PAY_FROM_10"              "WAGE_RATE_OF_PAY_FROM_10"  num   0   0    0    0    0    0
                "WAGE_RATE_OF_PAY_TO_10"                "WAGE_RATE_OF_PAY_TO_10"                "WAGE_RATE_OF_PAY_TO_10"  num   0   0    0    0    0    0
                   "WAGE_UNIT_OF_PAY_10"                   "WAGE_UNIT_OF_PAY_10"                   "WAGE_UNIT_OF_PAY_10"  chr   0   0    0    0    0    0
                    "PREVAILING_WAGE_10"                    "PREVAILING_WAGE_10"                    "PREVAILING_WAGE_10"  num   0   0    0    0    0    0
                     "PW_UNIT_OF_PAY_10"                     "PW_UNIT_OF_PAY_10"                     "PW_UNIT_OF_PAY_10"  chr   0   0    0    0    0    0
                 "PW_TRACKING_NUMBER_10"                 "PW_TRACKING_NUMBER_10"                 "PW_TRACKING_NUMBER_10"  chr   0   0    0    0    0    0
                      "PW_WAGE_LEVEL_10"                      "PW_WAGE_LEVEL_10"                      "PW_WAGE_LEVEL_10"  chr   0   0    0    0    0    0
                        "PW_OES_YEAR_10"                        "PW_OES_YEAR_10"                        "PW_OES_YEAR_10"  num   0   0    0    0    0    0
                    "PW_OTHER_SOURCE_10"                    "PW_OTHER_SOURCE_10"                    "PW_OTHER_SOURCE_10"  chr   0   0    0    0    0    0
                    "PW_NON-OES_YEAR_10"                    "PW_NON-OES_YEAR_10"                    "PW_NON-OES_YEAR_10"  num   0   0    0    0    0    0
                "PW_SURVEY_PUBLISHER_10"                "PW_SURVEY_PUBLISHER_10"                "PW_SURVEY_PUBLISHER_10"  num   0   0    0    0    0    0
                     "PW_SURVEY_NAME_10"                     "PW_SURVEY_NAME_10"                     "PW_SURVEY_NAME_10"  chr   0   0    0    0    0    0
                        "H-1B_DEPENDENT"                        "H-1B_DEPENDENT"                        "H-1B_DEPENDENT"  chr   0   0    0    0    0    0
                      "WILLFUL_VIOLATOR"                      "WILLFUL_VIOLATOR"                      "WILLFUL_VIOLATOR"  chr   0   0    0    0    0    0
                           "SUPPORT_H1B"                           "SUPPORT_H1B"                           "SUPPORT_H1B"  chr   0   0    0    0    0    0
                       "STATUTORY_BASIS"                       "STATUTORY_BASIS"                       "STATUTORY_BASIS"  chr   0   0    0    0    0    0
                     "MASTERS_EXEMPTION"                     "MASTERS_EXEMPTION"                     "MASTERS_EXEMPTION"  chr   0   0    0    0    0    0
                     "PUBLIC_DISCLOSURE"                     "PUBLIC_DISCLOSURE"                     "PUBLIC_DISCLOSURE"  chr   0   0    0    0    0    0
